product_index,filepath,embedding,title
1581,Mahesh/Formal Pants Shirt Set/img_00001582.jpg,"[0.19814886152744293, 0.07058676332235336, 0.13684740662574768, -0.046430107206106186, 0.16994479298591614, -0.07405657321214676, 0.006024903152137995, 0.022006196901202202, 0.11621055006980896, -0.03622334077954292, 0.0346517488360405, 0.0011352143483236432, -0.2059810757637024, 0.07180790603160858, -0.14154952764511108, -0.0858653262257576, -0.0675438940525055, 0.014532390981912613, -0.1212964653968811, 0.15215003490447998, -0.1900472640991211, -0.006552958860993385, -0.06563836336135864, -0.14256110787391663, -0.016952084377408028, 0.042888790369033813, 0.24201783537864685, -0.04815022274851799, 0.13531161844730377, -0.2867774963378906, -0.07885311543941498, 0.12149879336357117, 0.02615237608551979, 0.0665920227766037, -0.12344221025705338, -0.022234171628952026, 0.13245831429958344, -0.08515740931034088, -0.18947002291679382, -0.032535068690776825, 0.04701416566967964, -0.22890397906303406, 0.006148015148937702, -0.09261128306388855, 0.22038938105106354, 0.01940768025815487, -0.055281832814216614, -0.0807931199669838, 0.15371593832969666, -0.1534203290939331, 0.17505797743797302, -0.31569546461105347, 0.003056997898966074, 0.0027470896020531654, 0.28865495324134827, 0.1339409500360489, -0.07149997353553772, 0.04254843294620514, -0.04232865199446678, 0.07486468553543091, -0.10056732594966888, -0.024219824001193047, -0.08946530520915985, -0.06970665603876114]",Essential Tailored Hoodie Edition
1582,Mahesh/Formal Pants Shirt Set/img_00001583.jpg,"[0.19166254997253418, 0.01555705163627863, 0.16087384521961212, -0.12001015245914459, 0.13597264885902405, -0.10463622212409973, -0.03879386559128761, 0.03598388656973839, 0.10814544558525085, -0.0759957954287529, 0.052111830562353134, -0.052991997450590134, -0.1330336183309555, 0.07656684517860413, -0.15471476316452026, -0.03805184364318848, -0.07123022526502609, 0.0019511603750288486, -0.11320030689239502, 0.10920936614274979, -0.18855296075344086, 0.017510052770376205, -0.06985398381948471, -0.16240686178207397, -0.028980769217014313, 0.029796691611409187, 0.24572181701660156, -0.06502288579940796, 0.12431549280881882, -0.246622696518898, -0.07676181197166443, 0.10363603383302689, 0.03829338774085045, 0.109017014503479, -0.12439577281475067, -0.045080386102199554, 0.12552110850811005, -0.07128623127937317, -0.14645802974700928, -0.08069795370101929, 0.062068041414022446, -0.24631422758102417, -0.007120486814528704, -0.07372336834669113, 0.1893525868654251, 0.0688060000538826, -0.1360858529806137, -0.05970308929681778, 0.1685159057378769, -0.13483597338199615, 0.18463057279586792, -0.30653560161590576, 0.014187433756887913, 0.04137013107538223, 0.3312641978263855, 0.19436581432819366, -0.10745122283697128, 0.04048578813672066, -0.03524601832032204, 0.02344468981027603, -0.09789186716079712, -0.010407296940684319, -0.025503849610686302, -0.025914758443832397]",Comfort Fit Soft Knit Hoodie with Modern Design
1583,Mahesh/Formal Pants Shirt Set/img_00001584.jpg,"[0.16013622283935547, 0.18379782140254974, -0.0035275700502097607, -0.1908046156167984, 0.11736645549535751, -0.005707649514079094, -0.10100091248750687, -0.026961399242281914, 0.16572575271129608, 0.04765290021896362, -0.009515352547168732, -0.009960031136870384, -0.026544615626335144, 0.015438725240528584, -0.14597848057746887, -0.05960327386856079, 0.01499274093657732, -0.044632814824581146, -0.09649382531642914, 0.0964042991399765, -0.14033354818820953, 0.16101625561714172, -0.14247097074985504, 0.11882355809211731, -0.10997699201107025, -0.10387924313545227, -0.016472989693284035, -0.05678175389766693, 0.23203621804714203, -0.2777263820171356, -0.06460358202457428, 0.18809695541858673, -0.13479484617710114, 0.030814828351140022, 0.03002878651022911, 0.07659217715263367, 0.08420444279909134, 0.006288975942879915, 0.03005591779947281, 0.12875621020793915, 0.05642740800976753, -0.3524858355522156, -0.03504199907183647, 0.13382472097873688, 0.10519412159919739, 0.0231169480830431, -0.08184359222650528, 0.05961892381310463, -0.0979573056101799, -0.251983106136322, 0.05552538484334946, -0.09435706585645676, -0.042961232364177704, 0.1479179561138153, 0.11771274358034134, 0.11685063689947128, -0.043488580733537674, -0.20035558938980103, 0.2293555587530136, 0.06421209871768951, 0.17813606560230255, 0.11706046015024185, 0.1012992113828659, -0.12740780413150787]",Relaxed Fit Classic Hoodie
1584,Mahesh/Formal Pants Shirt Set/img_00001585.jpg,"[0.22809240221977234, 0.002436538925394416, 0.16652625799179077, -0.10688439756631851, 0.18187949061393738, -0.0810985416173935, -0.10663452744483948, 0.036793507635593414, 0.1921519786119461, -0.012123784981667995, -0.022386297583580017, 0.011383425444364548, -0.16141171753406525, 0.04990830272436142, -0.09853512793779373, -0.07984422892332077, -0.008207379840314388, -0.023666568100452423, -0.16749554872512817, 0.11397480964660645, -0.1735749989748001, -0.009310527704656124, -0.03164241462945938, -0.13541947305202484, 0.010537342168390751, 0.014591226354241371, 0.13618916273117065, -0.09992043673992157, 0.1593085676431656, -0.3524572253227234, -0.04069163277745247, 0.1403200328350067, 0.010844756849110126, 0.1064603179693222, -0.14888104796409607, 0.029591375961899757, 0.1611645370721817, -0.044492512941360474, -0.10557859390974045, -0.0235073771327734, 0.11842639744281769, -0.25357285141944885, 0.01307869702577591, 0.0200127512216568, 0.25985804200172424, 0.0629490315914154, -0.0018615142907947302, -0.06546594947576523, 0.17505702376365662, -0.15820346772670746, 0.12233465164899826, -0.22793149948120117, 0.034567296504974365, 0.042604897171258926, 0.29430124163627625, 0.15602999925613403, -0.0837765783071518, 0.06038733571767807, 0.03742484003305435, 0.045250535011291504, 0.024156207218766212, -0.033688224852085114, -0.023775458335876465, -0.03593970835208893]",Comfort Fit Designer Hoodie for Outdoor Wear
1585,Mahesh/Formal Pants Shirt Set/img_00001586.jpg,"[0.20403721928596497, 0.06220525875687599, 0.1536775380373001, -0.06861667335033417, 0.1090739369392395, -0.124049112200737, -0.01244285050779581, 0.03433936834335327, 0.12507839500904083, -0.06869618594646454, 0.06465829908847809, -0.045708537101745605, -0.17025642096996307, 0.07074090838432312, -0.15914510190486908, -0.06531982123851776, -0.07352755218744278, 0.0018278934294357896, -0.11398806422948837, 0.1035778746008873, -0.18598011136054993, -0.0015132243279367685, -0.057784177362918854, -0.13167481124401093, -0.01117516029626131, 0.031026547774672508, 0.23924970626831055, -0.06657140702009201, 0.16763141751289368, -0.2294953465461731, -0.08985349535942078, 0.14519420266151428, 0.019902732223272324, 0.07629544287919998, -0.10001327097415924, -0.04350210353732109, 0.11159220337867737, -0.09551987051963806, -0.16487830877304077, -0.046205684542655945, 0.05944453552365303, -0.24296258389949799, -0.014891345053911209, -0.08484994620084763, 0.20523476600646973, 0.03358970209956169, -0.10924993455410004, -0.014361131936311722, 0.17072942852973938, -0.13092295825481415, 0.1723337322473526, -0.3363196551799774, -0.025148790329694748, 0.019321752712130547, 0.31045839190483093, 0.19523990154266357, -0.07449039816856384, 0.010896973311901093, -0.03905006870627403, 0.06699869781732559, -0.10010255873203278, -0.01371446531265974, -0.08552186191082001, -0.045336801558732986]",Comfort Fit Regular Fit Hoodie for Casual Fashion
1586,Mahesh/Formal Pants Shirt Set/img_00001587.jpg,"[0.19875939190387726, 0.007054975721985102, 0.1714523732662201, -0.08991226553916931, 0.12266923487186432, -0.09838054329156876, 0.0016702072462067008, 0.03624948114156723, 0.10543317347764969, -0.029878834262490273, 0.006568244192749262, -0.02026648074388504, -0.18638677895069122, 0.08184128999710083, -0.11956925690174103, -0.047444894909858704, -0.025556141510605812, 0.04252514988183975, -0.14148743450641632, 0.13586407899856567, -0.1667199283838272, 0.032455407083034515, -0.0447751022875309, -0.2119673192501068, 0.04005070775747299, 0.1095803901553154, 0.2660810649394989, -0.09646463394165039, 0.0757334902882576, -0.2595650553703308, -0.09460055828094482, 0.09637942910194397, 0.14603003859519958, 0.03540496155619621, -0.08916816115379333, -0.12135021388530731, 0.08162200450897217, -0.06914513558149338, -0.12059617787599564, -0.07055451720952988, 0.06384492665529251, -0.2386065274477005, -0.005299683660268784, -0.05967646464705467, 0.22197295725345612, 0.0846046656370163, -0.11750346422195435, -0.04192356392741203, 0.19294199347496033, -0.11938400566577911, 0.14736926555633545, -0.2842572331428528, 0.014386719092726707, 0.005883594509214163, 0.3175337314605713, 0.15020452439785004, -0.03003036044538021, 0.04191963002085686, -0.045312341302633286, 0.03957689180970192, -0.13409940898418427, 0.021238191053271294, -0.09721771627664566, -0.008901441469788551]",Women's Premium Quality Hoodie for Daily Wear
1587,Mahesh/Formal Pants Shirt Set/img_00001588.jpg,"[0.19146114587783813, 0.05771255865693092, 0.10451887547969818, -0.03112110309302807, 0.14815427362918854, -0.10416065156459808, -0.041388869285583496, 0.0424862839281559, 0.13701309263706207, -0.12122608721256256, 0.06399782001972198, -0.047445449978113174, -0.14237286150455475, 0.08837653696537018, -0.1163213700056076, -0.10015247017145157, -0.03925130516290665, -0.018620861694216728, -0.10356280952692032, 0.13663038611412048, -0.22142305970191956, 0.01657296158373356, -0.08426501601934433, -0.03507276251912117, -0.08185618370771408, 0.010730433277785778, 0.22354261577129364, -0.025442395359277725, 0.17427745461463928, -0.2698698341846466, -0.08726077526807785, 0.19502459466457367, -0.028378622606396675, 0.09100718051195145, -0.11948366463184357, 0.04124227166175842, 0.1453697234392166, -0.11721764504909515, -0.12864965200424194, 0.02956443466246128, 0.08379019796848297, -0.252763956785202, 0.022431213408708572, -0.03755366802215576, 0.1710798144340515, 0.045545853674411774, -0.09882215410470963, -0.0453081913292408, 0.06445454806089401, -0.15809190273284912, 0.1761065274477005, -0.34949561953544617, -0.02105008251965046, 0.06200425326824188, 0.3048700988292694, 0.17177583277225494, -0.09687145799398422, 0.011453067883849144, -0.03513053432106972, 0.0972113385796547, -0.042184654623270035, -0.006283916067332029, -0.001203078543767333, -0.027015119791030884]",Essential Modern Hoodie with Modern Design
1588,Mahesh/Formal Pants Shirt Set/img_00001589.jpg,"[0.2368622124195099, 0.03501095622777939, 0.1571607142686844, -0.02883877232670784, 0.15783053636550903, -0.07954628020524979, -0.03944665938615799, 0.06925560534000397, 0.09422990679740906, -0.0013290807837620378, 0.0048926896415650845, 0.019805263727903366, -0.173798605799675, 0.043864525854587555, -0.10878133773803711, -0.070559062063694, -0.0334523469209671, 0.013685409910976887, -0.10588439553976059, 0.07149374485015869, -0.17144452035427094, 0.03855251893401146, -0.07942325621843338, -0.16279414296150208, -0.0058450172655284405, 0.04608197137713432, 0.1903599202632904, -0.10745293647050858, 0.15257669985294342, -0.3272281885147095, -0.08941446244716644, 0.16404961049556732, 0.026417486369609833, 0.06513332575559616, -0.1527797132730484, -0.0031635016202926636, 0.1417803168296814, -0.030747661367058754, -0.14482158422470093, -0.0606086365878582, 0.10262514650821686, -0.2574867904186249, -0.023003287613391876, -0.06661837548017502, 0.26983869075775146, 0.04162565618753433, -0.04433237016201019, -0.04845738410949707, 0.22420436143875122, -0.12317291647195816, 0.11611873656511307, -0.27691900730133057, 0.05811189115047455, 0.03897830843925476, 0.2661588788032532, 0.14574268460273743, -0.0820845365524292, 0.06965907663106918, 0.027332410216331482, 0.06343825161457062, -0.06867127865552902, -0.03149258345365524, -0.0945449098944664, -0.08092685043811798]",Stylish Slim Fit Hoodie for Office Wear
1589,Mahesh/Formal Pants Shirt Set/img_00001590.jpg,"[0.2001156359910965, 0.09016012400388718, 0.11286961287260056, -0.046879466623067856, 0.13252826035022736, -0.10615692287683487, 0.017726000398397446, 0.022942423820495605, 0.14339680969715118, -0.06728190928697586, 0.058926671743392944, -0.015954088419675827, -0.2081630975008011, 0.06467895209789276, -0.14700159430503845, -0.06019817665219307, -0.03882854804396629, 0.004304653964936733, -0.11423950642347336, 0.11596628278493881, -0.17610856890678406, 0.026789069175720215, -0.05141926556825638, -0.09358691424131393, 0.03391021862626076, 0.033424556255340576, 0.2572237551212311, -0.026509756222367287, 0.1486024260520935, -0.26732954382896423, -0.09488376975059509, 0.18969836831092834, 0.01834278367459774, 0.05850154906511307, -0.06429428607225418, -4.045374225825071e-05, 0.11134738475084305, -0.08395817130804062, -0.14238668978214264, -0.024180922657251358, 0.0354524627327919, -0.26313188672065735, -0.004882619250565767, -0.07240520417690277, 0.21621273458003998, 0.021803880110383034, -0.08387823402881622, -0.02547501213848591, 0.12978008389472961, -0.15790671110153198, 0.17426100373268127, -0.34392407536506653, -0.0390370674431324, 0.013266049325466156, 0.309878408908844, 0.17478615045547485, -0.0701100155711174, 0.015208988450467587, -0.03345612436532974, 0.0868116095662117, -0.07611808180809021, 0.01740049570798874, -0.08066550642251968, -0.053318701684474945]",Premium Designer Hoodie
1590,Mahesh/Formal Pants Shirt Set/img_00001591.jpg,"[0.21210262179374695, 0.022283507511019707, 0.17895083129405975, 0.017219368368387222, 0.13554272055625916, -0.15367013216018677, -0.0032443201635032892, 0.054588038474321365, 0.0827028676867485, -0.015588760375976562, 0.051599062979221344, 0.06014157831668854, -0.16120775043964386, 0.04840473458170891, -0.11791867017745972, -0.023080822080373764, -0.00339961308054626, 0.0544503778219223, -0.1250687688589096, 0.06852070242166519, -0.14486239850521088, 0.03316836059093475, -0.03657520189881325, -0.1792447865009308, 0.02760004624724388, 0.08413947373628616, 0.2637953460216522, -0.0855909213423729, 0.11213075369596481, -0.2829432487487793, -0.07506154477596283, 0.17502334713935852, 0.08013645559549332, 0.042150821536779404, -0.11656947433948517, -0.020722059532999992, 0.06452599167823792, -0.020595168694853783, -0.16132909059524536, -0.04389037564396858, 0.10751479864120483, -0.24932144582271576, -0.026371413841843605, -0.07013208419084549, 0.25776779651641846, 0.033203125, -0.061210863292217255, 0.008003664202988148, 0.24781650304794312, -0.06170611083507538, 0.11456722021102905, -0.30470702052116394, 0.04043392837047577, 0.01155987661331892, 0.2881360650062561, 0.17442677915096283, -0.10852814465761185, 0.09912677854299545, -0.03721664845943451, 0.03346443548798561, -0.0743018314242363, -0.01049408782273531, -0.05854080617427826, -0.059541862457990646]",Stylish Relaxed Fit Hoodie with Comfortable Fit
1591,Mahesh/Formal Pants Shirt Set/img_00001592.jpg,"[0.20140479505062103, 0.06361208856105804, 0.10645667463541031, -0.032881878316402435, 0.1377132087945938, -0.10080518573522568, 0.03128344938158989, 0.029833665117621422, 0.13471508026123047, -0.048122961074113846, 0.049419205635786057, 0.004983427003026009, -0.21899715065956116, 0.051791660487651825, -0.13257792592048645, -0.05733000859618187, -0.03233276307582855, 0.01934395730495453, -0.11318183690309525, 0.08604206889867783, -0.18340206146240234, 0.024700531736016273, -0.0544038861989975, -0.1265680342912674, 0.0560341477394104, 0.04424265772104263, 0.2864876985549927, -0.015475896187126637, 0.1312207579612732, -0.2686965763568878, -0.09495034068822861, 0.16188058257102966, 0.025206144899129868, 0.04520446062088013, -0.06582383066415787, 0.0015923237660899758, 0.10804138332605362, -0.07218698412179947, -0.15106046199798584, -0.018468191847205162, 0.006862356327474117, -0.26663339138031006, -0.02080383524298668, -0.09098149836063385, 0.22293886542320251, 0.011532928794622421, -0.07559658586978912, -0.03464262932538986, 0.15454722940921783, -0.15386174619197845, 0.18188536167144775, -0.32111024856567383, -0.03220507130026817, -0.006939247250556946, 0.31140249967575073, 0.16467370092868805, -0.07892665266990662, 0.039498619735240936, -0.04179321229457855, 0.0641697496175766, -0.09303820133209229, 0.004456530790776014, -0.09780222177505493, -0.0784488096833229]",Casual Premium Quality Hoodie for Every Occasion
1592,Mahesh/Formal Pants Shirt Set/img_00001593.jpg,"[-0.008558978326618671, 0.15026210248470306, -0.13914702832698822, -0.18425749242305756, -0.11594747006893158, 0.27544814348220825, -0.18017606437206268, 0.010120389983057976, -0.18361003696918488, -0.023180020973086357, 0.0026480834931135178, -0.047085728496313095, -0.04525405168533325, -0.09330284595489502, -0.20616179704666138, 0.03026602417230606, 0.012901006266474724, 0.02600143291056156, 0.06404456496238708, -0.201826274394989, 0.15704357624053955, 0.33885255455970764, -0.1411394476890564, -0.06542875617742538, -0.046255167573690414, -0.14984075725078583, -0.13008612394332886, 0.0637553408741951, -0.1153620257973671, -0.05099072679877281, -0.04468816891312599, -0.2251281887292862, 0.003876724513247609, 0.022222023457288742, 0.17064350843429565, -0.09924151748418808, -0.03080630861222744, 0.0026611201465129852, 0.06815647333860397, -0.08330533653497696, -0.0380752831697464, -0.008107306435704231, -0.1944563388824463, -0.17604757845401764, -0.04436911270022392, -0.126874640583992, 0.01333754975348711, -0.09859589487314224, -0.024200068786740303, -0.03760368004441261, -0.10710841417312622, -0.20302923023700714, 0.04832987114787102, -0.06332708895206451, -0.15908583998680115, 0.08122771978378296, -0.019381415098905563, 0.007718177512288094, -0.1759738177061081, 0.1802547574043274, -0.043072279542684555, -0.25052136182785034, -0.08777951449155807, -0.09226540476083755]",Relaxed Fit Lightweight Sneakers for Weekend Style
1593,Mahesh/Formal Pants Shirt Set/img_00001594.jpg,"[-0.042091768234968185, 0.16542746126651764, -0.12057056277990341, -0.16494034230709076, -0.11693903803825378, 0.31391990184783936, -0.13068562746047974, 0.02208416536450386, -0.11713986843824387, -0.06748233735561371, -0.012839650735259056, -0.027711987495422363, -0.08324815332889557, -0.03481411561369896, -0.20950405299663544, 0.01497429795563221, 0.03885001689195633, 0.0390431210398674, 0.07138717919588089, -0.1510564237833023, 0.13014432787895203, 0.32482436299324036, -0.10777853429317474, -0.041236039251089096, -0.07736989855766296, -0.12992551922798157, -0.09784071147441864, 0.13454267382621765, -0.18277651071548462, -0.06276831775903702, -0.020533371716737747, -0.23603278398513794, 0.022968152537941933, -0.023879515007138252, 0.20253832638263702, -0.14558641612529755, -0.020341474562883377, -0.04608217254281044, 0.06759138405323029, -0.11773545295000076, -0.05184654891490936, 0.01950206607580185, -0.11487209051847458, -0.22512266039848328, -0.07064644247293472, -0.14801594614982605, 0.026250528171658516, -0.08647862821817398, -0.03795482963323593, 0.010789528489112854, -0.10437019169330597, -0.2038230448961258, 0.010116809979081154, 0.005218934267759323, -0.09752296656370163, 0.07949026674032211, -0.04845114052295685, 0.011444357223808765, -0.19407349824905396, 0.14380396902561188, -0.08788172900676727, -0.2711922526359558, -0.1045651063323021, -0.08865375071763992]",Casual Slim Fit Sneakers for Every Occasion
1594,Mahesh/Formal Pants Shirt Set/img_00001595.jpg,"[0.03288286551833153, 0.09435699880123138, -0.13711386919021606, -0.15429288148880005, -0.07020208984613419, 0.22220037877559662, -0.19498232007026672, 0.039657995104789734, -0.2116638869047165, 0.0035926136188209057, 0.01331018190830946, -0.09253612905740738, -0.07022359222173691, -0.09485579282045364, -0.2386944591999054, 0.05287855491042137, 0.046706702560186386, 0.08304394781589508, 0.08953212946653366, -0.24572865664958954, 0.1600857824087143, 0.3401513397693634, -0.08136552572250366, -0.015055451542139053, 0.003317612921819091, -0.1457146555185318, -0.15383373200893402, 0.07494371384382248, -0.1545107066631317, -0.10012304782867432, 0.007384467404335737, -0.168323814868927, 0.08350127190351486, 0.008778540417551994, 0.11201926320791245, -0.05064704641699791, -0.03786321356892586, -0.05846458300948143, 0.02060055360198021, -0.12735606729984283, 0.022513940930366516, -0.048636458814144135, -0.14772360026836395, -0.13600148260593414, -0.017169924452900887, -0.13049857318401337, 0.07860581576824188, -0.03847263380885124, -0.02035313844680786, -0.01117582805454731, -0.11387196183204651, -0.19186173379421234, 0.07434748113155365, 0.012005618773400784, -0.16511917114257812, 0.07334186136722565, -0.03139175474643707, 0.09241040050983429, -0.20264503359794617, 0.14592011272907257, -0.02760200761258602, -0.30294761061668396, -0.11308454722166061, -0.10060906410217285]",Classic Slim Fit Sneakers for Daily Wear
1595,Mahesh/Formal Pants Shirt Set/img_00001596.jpg,"[-0.03147067129611969, 0.11502114683389664, -0.15399307012557983, -0.16675658524036407, -0.038220033049583435, 0.28231698274612427, -0.1532716453075409, 0.03817225247621536, -0.10044576227664948, -0.09166859090328217, 0.03008781187236309, -0.0973215252161026, -0.07775906473398209, -0.06386014819145203, -0.2695939540863037, 0.05700891837477684, 0.03857569769024849, 0.021710744127631187, 0.12733352184295654, -0.17338478565216064, 0.11392147839069366, 0.3467113971710205, -0.08139166235923767, -0.03414946421980858, -0.015304265543818474, -0.18817123770713806, -0.11764735728502274, 0.11069320142269135, -0.1622621715068817, -0.04987325891852379, 0.0028771040961146355, -0.20356161892414093, 0.0914837196469307, 0.053637370467185974, 0.12194480746984482, -0.13262589275836945, -0.06358657777309418, -0.10995718836784363, 0.0326300673186779, -0.13668297231197357, -0.044708579778671265, -0.016212832182645798, -0.13766291737556458, -0.1529245376586914, -0.061402153223752975, -0.12547162175178528, 0.03674488514661789, -0.06354924291372299, -0.05194510146975517, -0.022219810634851456, -0.06740003824234009, -0.2266530841588974, 0.010316746309399605, 0.010771233588457108, -0.11541721224784851, 0.05807290971279144, -0.055414777249097824, 0.0042691919952631, -0.24825356900691986, 0.13151712715625763, -0.08868753910064697, -0.21689681708812714, -0.1317191869020462, -0.11235217750072479]",Comfort Fit Soft Knit Sneakers Collection
1596,Mahesh/Formal Pants Shirt Set/img_00001597.jpg,"[-0.029706237837672234, 0.15601880848407745, -0.12851665914058685, -0.18526460230350494, -0.07802072912454605, 0.26657578349113464, -0.15300604701042175, 0.004001326393336058, -0.16527409851551056, -0.0703573077917099, 0.005718336906284094, -0.08265502750873566, -0.026981063187122345, -0.06104883924126625, -0.2502940595149994, 0.012398975901305676, -0.0017858699429780245, -0.0031037095468491316, 0.0987371876835823, -0.18551082909107208, 0.15699519217014313, 0.3599928319454193, -0.1234515830874443, -0.06425132602453232, -0.03330846130847931, -0.1496722549200058, -0.0729965791106224, 0.10590465366840363, -0.11955355107784271, -0.014974127523601055, -0.030224621295928955, -0.19800686836242676, 0.025924742221832275, 0.04118889197707176, 0.1389588713645935, -0.11205776035785675, -0.06890389323234558, -0.03946138545870781, 0.07061335444450378, -0.1019941046833992, -0.05276927351951599, -0.03528638556599617, -0.19101069867610931, -0.19750164449214935, -0.08027333766222, -0.1323743611574173, -0.0022407087963074446, -0.09334303438663483, -0.0306747704744339, -0.03816017508506775, -0.05186723917722702, -0.2468363344669342, 0.017414376139640808, -0.05796016380190849, -0.13335075974464417, 0.04341495409607887, -0.05011820048093796, -0.003179631195962429, -0.23107537627220154, 0.13018172979354858, -0.1008184477686882, -0.2061920017004013, -0.09431580454111099, -0.1121264100074768]",Men's Regular Fit Sneakers for Weekend Style
1597,Mahesh/Formal Pants Shirt Set/img_00001598.jpg,"[-0.02916179597377777, 0.12453344464302063, -0.14027127623558044, -0.18533241748809814, -0.1286715716123581, 0.2499595731496811, -0.16612592339515686, 0.03334363177418709, -0.1789534091949463, -0.015721594914793968, -0.009618408046662807, -0.06827753037214279, -0.02916651777923107, -0.06334555894136429, -0.21418794989585876, 0.03816651180386543, 0.026062143966555595, 0.03409266471862793, 0.09210969507694244, -0.2303549349308014, 0.12889978289604187, 0.3612920939922333, -0.11960560083389282, -0.07511276006698608, -0.05189052224159241, -0.13892747461795807, -0.12067849934101105, 0.09053898602724075, -0.13158343732357025, -0.010366136208176613, -0.03627987578511238, -0.22689944505691528, 0.03128558024764061, 0.03505150228738785, 0.16254965960979462, -0.0864725410938263, -0.04257610812783241, -0.0032939575612545013, 0.056179504841566086, -0.10013248771429062, -0.030955396592617035, -0.03640235960483551, -0.20052896440029144, -0.1680677980184555, -0.07703893631696701, -0.0912790447473526, 0.022484956309199333, -0.07547463476657867, -0.04801219701766968, -0.05454336479306221, -0.10016331821680069, -0.20641174912452698, 0.05865105241537094, -0.06973590701818466, -0.17319686710834503, 0.062067002058029175, 0.0023507901933044195, 0.0379912368953228, -0.2114131897687912, 0.15330395102500916, -0.06613270938396454, -0.2228105366230011, -0.10192481428384781, -0.10363834351301193]",Men's Comfort Wear Sneakers Collection
1598,Mahesh/Formal Pants Shirt Set/img_00001599.jpg,"[-0.04524457827210426, 0.0848345011472702, -0.10969875007867813, -0.16987919807434082, -0.04542749747633934, 0.3596862256526947, -0.17532619833946228, 0.004674219060689211, -0.10994258522987366, -0.016359014436602592, -0.09230779856443405, -0.03820595145225525, -0.04147760570049286, -0.038856301456689835, -0.2636118233203888, 0.018171226605772972, 0.007561305072158575, 0.03020685911178589, 0.1133100762963295, -0.14706584811210632, 0.10883670300245285, 0.40181833505630493, -0.06937133520841599, -0.1188429445028305, -0.08176762610673904, -0.1484505832195282, -0.14730443060398102, 0.06033015251159668, -0.15307582914829254, -0.016814207658171654, 0.02077033370733261, -0.24527257680892944, 0.030458949506282806, 0.07879489660263062, 0.12594297528266907, -0.07562871277332306, -0.04168958589434624, -0.045575786381959915, 0.05819641053676605, -0.13645602762699127, -0.02602529712021351, 0.015162529423832893, -0.12256906926631927, -0.13920260965824127, -0.10224131494760513, -0.09035476297140121, 0.063214510679245, -0.09054356813430786, -0.08324901014566422, -0.018410872668027878, -0.0791216716170311, -0.188442662358284, 0.033941883593797684, -0.01097345631569624, -0.13508456945419312, 0.05590749904513359, 0.02311793714761734, 0.08836811035871506, -0.22140929102897644, 0.07453886419534683, -0.07105842232704163, -0.21898013353347778, -0.10077190399169922, -0.08837687969207764]",Relaxed Fit Fashion Sneakers for Winter
1599,Mahesh/Formal Pants Shirt Set/img_00001600.jpg,"[0.008314556442201138, 0.09692457318305969, -0.10300148278474808, -0.1832786351442337, -0.13010305166244507, 0.2238331288099289, -0.16177520155906677, -0.005300355143845081, -0.23510979115962982, 0.06266417354345322, -0.04179529845714569, -0.06506998091936111, -0.08786746859550476, -0.06734178960323334, -0.1921698898077011, 0.036807287484407425, 0.02542390301823616, 0.07717805355787277, 0.09634630382061005, -0.1950196921825409, 0.1153673306107521, 0.3878703713417053, -0.10341737419366837, -0.16401387751102448, -0.036542858928442, -0.08241890370845795, -0.13963040709495544, -0.008166108280420303, -0.11844553798437119, -0.03512837737798691, -0.0291153397411108, -0.16345474123954773, 0.022553449496626854, 0.013800891116261482, 0.09530052542686462, 0.010568569414317608, -0.027232080698013306, 0.042901184409856796, 0.06780177354812622, -0.1113094761967659, 0.024883391335606575, -0.07977689057588577, -0.2334677129983902, -0.15326763689517975, 0.009992514736950397, -0.08449068665504456, 0.062061332166194916, -0.0832989439368248, 0.007763498928397894, -0.06744549423456192, -0.10562046617269516, -0.207541361451149, 0.12104158103466034, -0.06190703436732292, -0.2053113728761673, 0.027385760098695755, 0.0412072129547596, 0.08388692885637283, -0.20830586552619934, 0.18246376514434814, -0.0640961229801178, -0.23642241954803467, -0.07501546293497086, -0.08860080689191818]",Women's Modern Sneakers for Every Occasion
1600,Mahesh/Formal Pants Shirt Set/img_00001601.jpg,"[0.256855845451355, 0.06579805165529251, 0.00552596477791667, -0.296235591173172, 0.058894094079732895, 0.11643475294113159, -0.24226504564285278, 0.03226087614893913, -0.01414055097848177, 0.027815891429781914, -0.04140762239694595, -0.0915442630648613, -0.1309472769498825, 0.0004933293676003814, -0.21580563485622406, 0.08362092822790146, 0.029379896819591522, 0.0808706134557724, -0.06693751364946365, -0.11137060821056366, -0.004089452791959047, 0.28929150104522705, 0.013906816020607948, -0.11135909706354141, -0.045759666711091995, -0.12495817244052887, -0.0661206766963005, -0.025670966133475304, -0.11926551163196564, -0.34503376483917236, -0.08510539680719376, -0.16981863975524902, 0.030043670907616615, 0.023700710386037827, 0.033693134784698486, -0.12530064582824707, -0.024935917928814888, -0.15867643058300018, -0.025350989773869514, 0.03894766420125961, 0.06889878958463669, -0.1960284411907196, -0.2271273136138916, -0.07640969753265381, 0.14460334181785583, -0.0020441426895558834, -0.07370880246162415, -0.05819707363843918, 0.13347849249839783, -0.1662275791168213, 0.045876532793045044, -0.19739262759685516, 0.10371903330087662, 0.0662398561835289, 0.10917306691408157, 0.15205363929271698, -0.034276071935892105, 0.02407345362007618, -0.05475581809878349, 0.05427781865000725, 0.012705563567578793, -0.20973660051822662, -0.061403095722198486, -0.04213223233819008]",Women's Classic Sneakers
