listing_id,product_index,seller_id,price,shipping_cost,discount,visits
L004046,1372,S003,4037,180,10,788
L004047,1372,S007,3637,108,20,211
L004048,1372,S005,4221,83,30,106
L004049,1373,S013,5169,62,0,1157
L004050,1373,S014,5000,58,5,85
L004051,1373,S001,4849,144,50,188
L004052,1373,S009,4883,0,15,144
L004053,1373,S012,5384,136,20,14
L004054,1374,S001,3061,239,30,74
L004055,1374,S013,3167,68,25,118
L004056,1374,S005,3070,239,5,33
L004057,1374,S007,3489,145,20,245
L004058,1374,S011,3229,199,10,240
L004059,1375,S010,4247,102,10,1013
L004060,1375,S011,3937,88,25,1465
L004061,1376,S007,5710,0,5,243
L004062,1376,S013,5376,185,15,213
L004063,1377,S012,1408,92,15,60
L004064,1378,S003,4140,204,10,445
L004065,1378,S012,4832,145,25,24
L004066,1378,S001,4476,62,20,127
L004067,1378,S009,4340,52,20,169
L004068,1379,S004,3610,120,10,41
L004069,1380,S007,5359,239,15,172
L004070,1381,S014,5568,159,25,1004
L004071,1381,S005,5580,180,20,89
L004072,1382,S011,5152,54,20,217
L004073,1382,S009,5014,121,40,376
L004074,1383,S008,4901,211,20,296
L004075,1383,S001,5859,190,10,224
L004076,1384,S012,4818,0,10,208
L004077,1385,S001,4878,198,40,167
L004078,1385,S005,4605,87,10,447
L004079,1386,S006,4862,0,5,33
L004080,1386,S007,4382,0,5,198
L004081,1386,S008,5033,149,5,128
L004082,1386,S013,4266,0,5,54
L004083,1387,S010,4528,213,30,124
L004084,1387,S001,4959,214,40,24
L004085,1387,S003,4931,68,10,148
L004086,1387,S009,4538,0,25,107
L004087,1388,S005,1658,89,50,636
L004088,1388,S006,1767,63,60,498
L004089,1389,S008,5295,214,0,61
L004090,1389,S007,5618,166,0,225
L004091,1389,S004,6099,211,10,207
L004092,1389,S009,5437,128,15,173
L004093,1390,S005,2042,243,0,240
L004094,1391,S001,888,79,0,356
L004095,1391,S012,981,0,10,35
L004096,1392,S005,3400,153,5,533
L004097,1392,S004,3521,242,20,53
L004098,1392,S008,2954,134,50,313
L004099,1393,S003,1916,95,25,67
L004100,1393,S008,1797,0,5,762
L004101,1393,S011,1788,0,10,75
L004102,1393,S005,1886,143,20,285
L004103,1394,S009,1851,218,50,89
L004104,1394,S002,1834,59,15,67
L004105,1394,S012,1768,0,40,44
L004106,1394,S006,1562,250,60,121
L004107,1394,S013,1724,150,40,35
L004108,1395,S006,2805,231,5,61
L004109,1395,S001,3179,166,0,222
L004110,1396,S001,3347,125,0,521
L004111,1397,S004,5642,0,10,151
L004112,1397,S014,5151,198,5,110
L004113,1398,S011,1496,126,25,16
L004114,1398,S006,1586,167,10,686
L004115,1398,S007,1555,105,10,422
L004116,1399,S010,3992,112,25,100
L004117,1400,S005,5212,179,20,39
L004118,1400,S003,5869,0,15,620
L004119,1400,S010,5710,105,0,343
L004120,1400,S004,6061,0,20,264
L004121,1400,S011,5439,144,40,70
L004122,1401,S014,1793,90,15,1467
L004123,1401,S008,1987,74,5,73
L004124,1401,S001,1786,0,15,98
L004125,1401,S003,2062,156,40,18
L004126,1402,S008,1177,147,10,293
L004127,1403,S005,1580,105,10,329
L004128,1403,S002,1859,0,5,106
L004129,1403,S012,1645,228,5,348
L004130,1403,S004,1918,0,10,10
L004131,1403,S007,1583,137,15,31
L004132,1404,S007,4209,0,20,46
L004133,1404,S002,3981,167,15,19
L004134,1404,S014,4300,213,10,26
L004135,1405,S005,3311,65,10,65
L004136,1406,S006,5265,234,0,113
L004137,1406,S011,4615,248,10,76
L004138,1407,S011,2103,0,5,48
L004139,1407,S007,2124,0,5,111
L004140,1407,S001,2429,250,15,185
L004141,1407,S003,2158,134,15,331
L004142,1407,S012,2077,87,50,267
L004143,1408,S002,733,0,40,151
L004144,1408,S004,772,178,10,191
L004145,1408,S003,717,111,5,126
L004146,1409,S013,4916,0,10,724
L004147,1409,S012,5011,0,10,100
L004148,1409,S002,5450,176,15,108
L004149,1409,S011,5465,77,5,769
L004150,1409,S001,5688,100,15,67
L004151,1410,S005,3213,78,0,130
L004152,1410,S014,3147,57,5,262
L004153,1410,S011,2735,187,10,216
L004154,1410,S007,3004,0,20,564
L004155,1411,S012,4453,197,10,303
L004156,1411,S014,4561,107,10,1924
L004157,1411,S011,5063,215,40,53
L004158,1412,S006,4205,0,25,42
L004159,1412,S003,4927,62,20,155
L004160,1412,S001,4197,190,15,156
L004161,1412,S007,4294,197,10,119
L004162,1413,S004,1382,0,30,22
L004163,1413,S013,1575,58,15,417
L004164,1413,S008,1430,132,20,25
L004165,1413,S001,1364,81,10,151
L004166,1413,S006,1634,217,30,103
L004167,1414,S002,3299,128,10,68
L004168,1414,S004,3409,0,25,39
L004169,1414,S001,3548,226,15,197
L004170,1414,S010,3320,186,15,40
L004171,1415,S007,5352,77,20,74
L004172,1416,S002,2303,128,30,159
L004173,1416,S004,2316,60,10,456
L004174,1417,S012,2427,96,30,776
L004175,1417,S014,2533,94,5,69
L004176,1418,S009,3712,102,0,110
L004177,1418,S006,3525,0,10,202
L004178,1418,S004,3578,206,20,665
L004179,1418,S012,4187,212,20,172
L004180,1419,S007,2052,85,20,106
L004181,1419,S009,1987,55,15,20
L004182,1420,S008,3753,0,30,383
L004183,1420,S004,3800,240,0,126
L004184,1420,S013,4376,203,15,37
L004185,1420,S012,3650,168,20,486
L004186,1421,S012,845,0,10,97
L004187,1421,S009,820,246,5,433
L004188,1421,S008,796,0,10,40
L004189,1422,S002,3518,88,0,31
L004190,1423,S003,3884,94,15,18
L004191,1423,S009,3964,0,20,8
L004192,1423,S014,4133,249,20,1198
L004193,1423,S010,4319,200,20,125
L004194,1423,S006,4376,53,20,78
L004195,1424,S009,5570,109,5,652
L004196,1424,S013,4982,101,30,91
L004197,1424,S011,5034,134,25,139
L004198,1424,S010,5532,152,10,106
L004199,1424,S006,5262,131,30,466
L004200,1425,S002,4492,201,25,274
L004201,1426,S009,2182,0,30,171
L004202,1427,S012,4645,0,10,51
L004203,1427,S011,4895,0,30,90
L004204,1427,S010,4920,53,20,216
L004205,1427,S005,4722,138,5,173
L004206,1427,S003,4986,112,60,431
L004207,1428,S002,4725,158,25,12
L004208,1428,S010,4949,0,0,208
L004209,1428,S001,4703,172,15,69
L004210,1429,S003,2026,90,25,61
L004211,1429,S005,2388,66,10,1473
L004212,1430,S009,3305,0,20,23
L004213,1430,S014,3449,209,0,493
L004214,1430,S010,3314,95,15,171
L004215,1431,S012,872,0,20,164
L004216,1432,S013,3169,196,10,138
L004217,1432,S010,3436,58,5,159
L004218,1432,S002,3208,188,15,451
L004219,1432,S009,3415,0,10,55
L004220,1433,S004,5691,57,20,845
L004221,1433,S011,5160,184,5,69
L004222,1433,S001,5535,0,10,33
L004223,1434,S005,1882,129,5,143
L004224,1434,S002,1862,137,25,579
L004225,1434,S004,1869,0,15,61
L004226,1434,S012,2245,217,5,86
L004227,1434,S007,2114,0,0,377
L004228,1435,S005,560,168,15,86
L004229,1436,S006,5803,116,40,131
L004230,1436,S008,5755,236,20,75
L004231,1436,S002,5770,241,20,144
L004232,1437,S013,5202,147,5,125
L004233,1437,S003,5319,135,20,184
L004234,1438,S001,2562,175,15,50
L004235,1438,S005,2773,0,10,2382
L004236,1439,S005,1849,88,30,125
L004237,1439,S001,1768,53,40,61
L004238,1440,S011,4032,226,30,27
L004239,1440,S002,3680,0,20,92
L004240,1441,S013,1795,101,20,62
L004241,1441,S012,1764,67,5,205
L004242,1442,S008,2118,0,5,51
L004243,1442,S012,2145,83,25,91
L004244,1442,S006,2381,61,10,564
L004245,1442,S011,2293,61,10,24
L004246,1442,S007,2169,168,50,486
L004247,1443,S008,1577,149,5,879
L004248,1443,S003,1707,197,15,551
L004249,1444,S010,753,0,30,80
L004250,1444,S009,821,94,5,423
L004251,1444,S006,838,240,25,682
L004252,1445,S006,3307,158,25,301
L004253,1445,S012,3154,153,0,154
L004254,1445,S003,3306,131,0,568
L004255,1446,S005,609,85,40,128
L004256,1446,S004,591,0,30,231
L004257,1446,S006,571,150,30,121
L004258,1446,S013,635,208,15,36
L004259,1446,S012,664,131,50,405
L004260,1447,S002,560,125,15,472
L004261,1447,S001,518,77,10,53
L004262,1447,S003,504,97,30,520
L004263,1448,S009,1676,166,30,84
L004264,1448,S007,1632,125,30,87
L004265,1448,S002,1747,175,15,65
L004266,1449,S012,3569,65,30,100
L004267,1450,S006,4453,98,20,26
L004268,1450,S007,4189,0,15,367
L004269,1450,S004,3810,74,25,135
L004270,1450,S003,4205,149,50,111
L004271,1451,S010,5294,163,25,385
L004272,1451,S008,4515,104,25,290
L004273,1452,S007,1373,187,15,23
L004274,1452,S006,1347,250,20,94
L004275,1452,S001,1237,69,25,189
L004276,1452,S009,1240,61,5,23
L004277,1453,S004,4450,241,0,353
L004278,1454,S009,4210,131,25,489
L004279,1454,S003,3962,126,20,44
L004280,1454,S008,4055,0,15,158
L004281,1454,S014,4198,181,30,38
L004282,1455,S003,5290,248,60,78
L004283,1455,S007,5093,168,15,109
L004284,1455,S010,4754,0,25,261
L004285,1455,S005,5011,0,0,85
L004286,1455,S014,5515,64,0,70
L004287,1456,S005,1976,222,10,39
L004288,1456,S013,1699,108,10,134
L004289,1456,S001,1961,0,5,220
L004290,1457,S006,5171,84,15,261
L004291,1457,S001,4512,234,20,226
L004292,1457,S002,4823,0,40,149
L004293,1457,S009,5198,121,50,48
L004294,1458,S008,5132,67,40,157
L004295,1458,S011,5032,116,15,153
L004296,1459,S004,3764,98,25,35
L004297,1459,S006,3982,93,25,296
L004298,1459,S013,3456,198,10,258
L004299,1459,S005,4043,85,30,21
L004300,1459,S007,3561,71,15,2166
L004301,1460,S010,3559,236,25,106
L004302,1460,S001,3334,147,20,117
L004303,1460,S003,3251,54,20,104
L004304,1460,S012,3523,205,25,206
L004305,1460,S009,3765,54,5,72
L004306,1461,S011,5009,188,0,229
L004307,1462,S004,3696,150,5,14
L004308,1462,S005,3849,0,20,447
L004309,1463,S003,2911,183,10,172
L004310,1463,S012,3294,206,25,885
L004311,1463,S007,3418,221,40,194
L004312,1463,S006,3172,100,25,24
L004313,1464,S014,5935,93,15,358
L004314,1464,S002,6264,242,15,128
L004315,1464,S009,5910,219,0,195
L004316,1464,S006,5609,138,10,79
L004317,1465,S009,1605,148,10,226
L004318,1465,S014,1733,193,25,19
L004319,1465,S011,1579,136,0,55
L004320,1466,S007,3269,94,5,411
L004321,1467,S002,4165,57,0,412
L004322,1467,S007,3974,84,10,63
L004323,1467,S006,3796,51,40,455
L004324,1468,S005,3136,51,0,588
L004325,1468,S009,3030,208,10,145
L004326,1468,S013,3480,73,25,438
L004327,1468,S003,3212,0,40,116
L004328,1468,S014,3321,106,50,186
L004329,1469,S009,3510,61,25,159
L004330,1469,S011,2970,0,25,796
L004331,1469,S004,3354,0,5,188
L004332,1469,S001,3491,146,20,158
L004333,1470,S004,3874,0,5,337
L004334,1471,S003,5890,51,15,97
L004335,1471,S010,4935,76,25,155
L004336,1471,S007,5439,220,25,186
L004337,1471,S011,4911,156,0,24
L004338,1472,S004,987,120,15,997
L004339,1472,S005,937,103,20,163
L004340,1473,S013,710,137,10,77
L004341,1473,S007,690,82,30,350
L004342,1473,S001,687,186,10,86
L004343,1474,S005,1625,0,20,79
L004344,1474,S009,1875,247,15,121
L004345,1474,S003,1793,0,20,255
L004346,1475,S010,5979,186,15,347
L004347,1475,S012,5172,0,5,64
L004348,1475,S003,5160,192,5,28
L004349,1475,S005,5351,182,15,567
L004350,1475,S007,5780,188,10,461
L004351,1476,S008,628,54,15,368
L004352,1476,S002,706,207,15,42
L004353,1476,S011,675,202,15,987
L004354,1476,S012,644,129,40,248
L004355,1477,S003,3084,62,10,147
L004356,1477,S010,3385,82,25,79
L004357,1477,S002,2974,0,25,37
L004358,1477,S012,3305,0,15,602
L004359,1478,S007,3783,0,20,444
L004360,1478,S005,3769,143,0,183
L004361,1479,S005,908,0,5,6
L004362,1479,S003,932,133,15,99
L004363,1480,S002,3067,130,0,97
L004364,1480,S006,3500,0,10,574
L004365,1481,S006,1516,0,25,271
L004366,1481,S010,1570,149,0,170
L004367,1482,S001,3529,195,15,86
L004368,1482,S007,4111,229,5,99
L004369,1483,S003,1381,192,15,36
L004370,1484,S013,1058,0,15,333
L004371,1484,S002,1249,218,10,19
L004372,1485,S006,5295,179,40,103
L004373,1485,S011,4648,124,0,119
L004374,1485,S004,5109,0,0,101
L004375,1486,S002,3846,75,30,159
L004376,1486,S004,4097,0,20,141
L004377,1487,S008,1747,211,20,2
L004378,1487,S011,2001,206,10,143
L004379,1487,S005,1914,60,5,37
L004380,1487,S012,1882,227,10,126
L004381,1487,S013,1785,0,10,48
L004382,1488,S007,5384,0,10,1385
L004383,1488,S011,5575,0,25,49
L004384,1488,S014,5026,234,10,557
L004385,1488,S013,5641,197,0,167
L004386,1489,S002,1097,94,10,109
L004387,1489,S006,1206,250,5,46
L004388,1489,S011,1183,0,10,161
L004389,1489,S008,1114,223,10,388
L004390,1490,S011,1128,0,0,602
L004391,1490,S005,1345,173,25,262
L004392,1490,S003,1222,168,15,114
L004393,1491,S002,815,63,20,50
L004394,1491,S009,857,0,0,92
L004395,1492,S003,5964,246,20,100
L004396,1492,S006,5732,148,20,187
L004397,1492,S007,6387,166,15,400
L004398,1492,S013,6240,192,10,227
L004399,1493,S014,4278,223,5,187
L004400,1493,S011,4662,145,0,208
L004401,1493,S010,4991,237,25,126
L004402,1493,S003,4216,94,0,155
L004403,1493,S005,4241,192,20,268
L004404,1494,S010,5322,98,5,172
L004405,1494,S009,5310,158,20,197
L004406,1495,S012,5030,83,15,167
L004407,1495,S010,5082,143,15,60
L004408,1496,S006,2962,131,20,86
L004409,1497,S008,5166,232,60,36
L004410,1498,S007,3293,53,25,83
L004411,1498,S012,2965,158,10,226
L004412,1499,S009,4424,166,5,267
L004413,1499,S014,4153,68,20,321
L004414,1500,S010,557,134,30,128
L004415,1501,S003,1177,0,30,116
L004416,1502,S001,2353,248,0,254
L004417,1502,S011,2364,0,5,357
L004418,1502,S006,2527,54,50,42
L004419,1502,S014,2834,221,40,60
L004420,1503,S011,5553,104,25,798
L004421,1503,S001,5417,226,5,70
L004422,1503,S004,6306,128,15,144
L004423,1503,S008,5498,242,20,34
L004424,1504,S007,2555,193,20,176
L004425,1504,S013,2970,127,0,1064
L004426,1504,S002,2894,118,10,165
L004427,1504,S011,2642,84,25,843
L004428,1504,S014,2508,162,0,55
L004429,1505,S013,4719,0,5,194
L004430,1505,S007,4748,247,20,236
L004431,1505,S011,5548,54,15,35
L004432,1506,S011,611,78,10,97
L004433,1507,S010,4620,150,20,114
L004434,1507,S014,4782,235,25,242
L004435,1507,S004,5159,181,10,70
L004436,1507,S013,4915,102,10,22
L004437,1507,S012,4547,0,20,64
L004438,1508,S014,2561,231,20,30
L004439,1508,S010,2534,227,30,74
L004440,1509,S012,5359,222,10,104
L004441,1510,S001,3640,82,10,90
L004442,1510,S003,4037,129,15,156
L004443,1510,S012,4011,75,15,325
L004444,1510,S007,3466,78,25,406
L004445,1510,S013,3989,210,20,146
L004446,1511,S013,1634,231,25,71
L004447,1511,S014,1529,124,10,47
L004448,1511,S009,1665,0,25,169
L004449,1511,S006,1502,75,40,216
L004450,1512,S014,4019,135,15,153
L004451,1512,S009,4366,95,10,42
L004452,1513,S008,2148,73,5,291
L004453,1513,S005,2399,84,50,51
L004454,1514,S014,590,210,20,278
L004455,1515,S006,1580,0,40,413
L004456,1516,S005,5414,125,0,300
L004457,1516,S010,5151,58,20,150
L004458,1516,S009,5655,85,25,211
L004459,1516,S006,5855,146,15,21
L004460,1516,S011,5368,176,10,720
L004461,1517,S002,2506,223,0,205
L004462,1517,S001,2640,94,20,70
L004463,1518,S014,1138,0,25,542
L004464,1519,S006,1643,67,10,49
L004465,1519,S013,1553,0,10,383
L004466,1519,S010,1702,245,30,646
L004467,1520,S002,2138,232,10,257
L004468,1520,S012,2271,138,5,54
L004469,1520,S013,2264,66,5,104
L004470,1520,S009,2163,231,10,205
L004471,1520,S004,2269,172,5,104
L004472,1521,S008,2934,57,15,116
L004473,1521,S003,3023,161,10,138
L004474,1522,S008,2526,52,20,216
L004475,1522,S004,2742,208,25,35
L004476,1522,S003,2824,58,10,55
L004477,1522,S005,2562,188,5,105
L004478,1522,S013,2881,178,5,14
L004479,1523,S014,4668,219,30,956
L004480,1523,S008,4899,90,25,32
L004481,1523,S009,4962,147,15,485
L004482,1523,S006,4857,171,5,130
L004483,1523,S003,5096,154,0,148
L004484,1524,S008,1676,99,5,18
L004485,1524,S009,1680,142,5,343
L004486,1524,S003,1789,68,30,492
L004487,1525,S004,696,0,15,942
L004488,1525,S006,664,149,25,177
L004489,1525,S005,623,60,5,391
L004490,1526,S014,3563,148,15,236
L004491,1527,S003,1083,219,20,350
L004492,1527,S009,1024,0,0,327
L004493,1528,S013,3898,0,0,66
L004494,1528,S001,3484,82,40,36
L004495,1528,S002,3555,130,5,104
L004496,1528,S014,3729,190,25,164
L004497,1528,S007,3513,0,30,602
L004498,1529,S003,6062,247,25,251
L004499,1530,S014,2398,131,10,1470
L004500,1530,S011,2060,198,5,191
L004501,1531,S008,4218,95,50,43
L004502,1532,S014,5665,248,30,45
L004503,1532,S001,5684,120,10,206
L004504,1533,S014,4023,69,25,371
L004505,1533,S006,3825,142,5,239
L004506,1533,S007,3964,102,15,89
L004507,1533,S010,4316,75,10,203
L004508,1533,S002,4489,207,30,164
L004509,1534,S011,4381,234,0,108
L004510,1534,S005,4088,211,20,75
L004511,1535,S014,1102,153,10,106
L004512,1535,S013,1145,172,0,300
L004513,1535,S009,1197,185,15,29
L004514,1536,S009,5130,0,20,292
L004515,1536,S010,4489,246,15,68
L004516,1536,S002,5185,0,40,21
L004517,1536,S014,4811,0,20,61
L004518,1537,S001,977,221,15,774
L004519,1537,S002,941,0,30,132
L004520,1538,S014,2772,183,15,149
L004521,1539,S007,927,114,0,60
L004522,1539,S008,891,105,30,285
L004523,1540,S010,2227,170,20,122
L004524,1541,S011,5568,135,30,206
L004525,1541,S014,5171,196,0,298
L004526,1541,S003,5611,220,0,286
L004527,1541,S005,5281,189,5,345
L004528,1541,S013,5393,150,60,173
L004529,1542,S002,2179,160,15,375
L004530,1542,S011,2174,58,15,128
L004531,1542,S013,2311,54,0,233
L004532,1543,S004,5689,76,20,570
L004533,1544,S014,1741,164,25,57
L004534,1544,S009,1603,135,15,138
L004535,1545,S008,2019,156,30,157
L004536,1545,S003,2107,147,15,82
L004537,1545,S006,1800,109,20,72
L004538,1545,S013,1998,172,20,95
L004539,1546,S001,867,202,5,40
L004540,1546,S011,829,187,20,81
L004541,1547,S011,5408,82,15,274
L004542,1547,S001,5246,55,0,39
L004543,1547,S002,4927,0,20,794
L004544,1547,S012,5388,0,30,50
L004545,1548,S009,3733,137,0,109
L004546,1548,S004,3802,97,10,32
L004547,1548,S002,3552,217,5,672
L004548,1548,S001,3852,84,20,192
L004549,1549,S009,5335,85,50,144
L004550,1549,S001,6252,237,10,70
L004551,1549,S007,6108,248,30,119
L004552,1549,S013,6025,0,10,283
L004553,1550,S006,3350,63,25,26
L004554,1551,S009,4365,225,20,50
L004555,1552,S013,2319,144,10,140
L004556,1552,S002,2090,0,10,113
L004557,1552,S012,2494,166,25,99
L004558,1552,S014,2297,136,15,891
L004559,1553,S001,2093,189,10,106
L004560,1553,S010,2141,65,5,165
L004561,1553,S005,1975,0,10,26
L004562,1553,S009,1964,181,5,56
L004563,1553,S006,1946,249,50,106
L004564,1554,S005,4988,78,15,157
L004565,1554,S002,5382,154,20,279
L004566,1554,S011,5242,93,20,119
L004567,1554,S004,5044,0,5,64
L004568,1554,S013,5089,186,10,468
L004569,1555,S002,3841,75,10,1333
L004570,1556,S010,1176,66,0,36
L004571,1556,S011,1313,139,25,227
L004572,1556,S001,1361,53,15,559
L004573,1556,S009,1228,61,10,146
L004574,1557,S012,667,141,50,701
L004575,1557,S010,708,170,25,682
L004576,1557,S009,674,192,30,82
L004577,1557,S008,793,177,0,473
L004578,1557,S003,777,132,5,64
L004579,1558,S002,5047,67,15,87
L004580,1558,S006,5085,0,15,325
L004581,1558,S011,4370,209,40,1008
L004582,1559,S003,2363,169,0,81
L004583,1559,S007,2084,68,15,128
L004584,1559,S009,2182,165,0,87
L004585,1559,S011,2203,247,10,397
L004586,1560,S009,6150,0,10,452
L004587,1561,S014,611,214,20,197
L004588,1561,S006,567,52,30,105
L004589,1562,S013,2314,151,15,237
L004590,1562,S011,2478,83,30,210
L004591,1563,S007,2894,111,0,380
L004592,1563,S010,3287,95,50,23
L004593,1564,S012,5216,245,40,41
L004594,1564,S014,4814,144,0,142
L004595,1564,S004,5316,247,15,50
L004596,1565,S001,1185,0,20,425
L004597,1565,S008,1192,109,30,119
L004598,1566,S003,2987,0,40,54
L004599,1566,S001,2543,116,0,73
L004600,1566,S011,2999,72,30,128
L004601,1566,S006,2608,79,20,45
L004602,1567,S005,4881,159,30,20
L004603,1567,S014,5288,208,20,243
L004604,1567,S006,5261,124,10,189
L004605,1568,S010,3567,0,25,96
L004606,1568,S001,3794,112,40,141
L004607,1568,S006,3640,140,15,72
L004608,1569,S013,2997,216,20,370
L004609,1570,S006,5940,97,20,861
L004610,1570,S014,6035,228,5,160
L004611,1571,S007,2191,204,15,88
L004612,1571,S009,2275,123,40,352
L004613,1571,S005,2223,61,0,141
L004614,1571,S001,2292,0,5,74
L004615,1572,S005,1934,83,10,102
L004616,1572,S009,1652,103,15,168
L004617,1573,S003,1377,165,15,150
L004618,1574,S009,5081,0,0,80
L004619,1574,S006,5195,180,5,127
L004620,1574,S012,5297,0,25,30
L004621,1574,S001,5995,0,5,312
L004622,1575,S005,3973,116,10,1132
L004623,1575,S004,3451,222,5,386
L004624,1575,S008,3834,90,20,680
L004625,1575,S012,3793,239,20,235
L004626,1576,S006,2164,225,15,176
L004627,1577,S003,3739,146,30,184
L004628,1578,S010,4908,0,15,8
L004629,1578,S014,5554,0,15,76
L004630,1578,S006,5437,246,15,106
L004631,1578,S008,5672,245,10,178
L004632,1579,S011,4848,69,5,1332
L004633,1579,S012,4616,130,15,103
L004634,1579,S010,4738,181,25,164
L004635,1580,S004,4918,108,5,898
L004636,1581,S011,2221,205,15,46
L004637,1582,S014,3963,152,10,17
L004638,1582,S012,4647,0,15,190
L004639,1583,S006,2787,0,5,362
L004640,1583,S003,3070,0,25,98
L004641,1583,S012,2924,216,15,128
L004642,1584,S013,1674,55,10,109
L004643,1584,S010,1702,220,10,142
L004644,1584,S006,1622,62,10,888
L004645,1584,S012,1479,197,30,59
L004646,1585,S006,2088,56,20,667
L004647,1585,S013,2299,124,0,9
L004648,1586,S011,5425,182,30,755
L004649,1586,S003,6215,0,20,786
L004650,1586,S010,5564,0,15,271
L004651,1587,S013,472,114,30,66
L004652,1587,S011,491,209,20,309
L004653,1587,S002,544,54,5,149
L004654,1587,S012,539,197,0,1217
L004655,1588,S010,2517,0,30,3298
L004656,1588,S012,3017,250,10,579
L004657,1588,S013,2747,94,15,282
L004658,1588,S009,2732,125,50,222
L004659,1588,S011,2550,244,50,41
L004660,1589,S003,4639,120,50,54
L004661,1589,S014,4626,159,10,186
L004662,1589,S007,4569,158,25,73
L004663,1590,S012,2944,0,10,95
L004664,1590,S003,2828,202,0,137
L004665,1590,S002,3037,237,20,51
L004666,1591,S014,5123,181,0,31
L004667,1591,S009,5743,0,10,72
L004668,1591,S006,5913,0,15,170
L004669,1591,S002,5042,0,0,579
L004670,1592,S014,5842,129,20,119
L004671,1592,S012,6045,103,30,125
L004672,1592,S003,6532,108,25,53
L004673,1593,S003,1706,212,20,188
L004674,1593,S009,2024,55,20,164
L004675,1593,S010,1997,60,30,92
L004676,1593,S005,1758,246,20,49
L004677,1594,S013,3099,151,0,110
L004678,1595,S014,989,100,40,268
L004679,1595,S007,1056,150,5,872
L004680,1595,S009,945,159,40,215
L004681,1595,S002,927,230,25,13
L004682,1596,S007,6061,132,5,480
L004683,1597,S001,2641,65,25,212
L004684,1597,S007,2345,156,10,271
L004685,1598,S013,3151,240,10,328
L004686,1599,S008,1731,155,10,177
L004687,1599,S007,1429,205,20,277
L004688,1599,S004,1451,213,10,23
L004689,1599,S013,1591,250,20,133
L004690,1600,S010,1780,97,5,88
L004691,1600,S005,1819,203,10,109
L004692,1600,S001,1774,242,50,65
L004693,1600,S003,1946,0,20,65
L004694,1601,S012,3883,0,40,150
L004695,1601,S011,3601,125,25,1067
L004696,1602,S003,1885,0,50,131
L004697,1603,S008,3984,122,0,76
L004698,1603,S007,4099,192,15,571
L004699,1603,S013,3849,115,15,396
L004700,1603,S006,4272,0,50,42
L004701,1603,S002,4150,0,5,58
L004702,1604,S010,2923,0,50,156
L004703,1604,S009,3395,101,5,605
L004704,1604,S004,3189,55,15,129
L004705,1604,S001,2902,64,15,34
L004706,1604,S003,3159,0,0,425
L004707,1605,S008,707,133,30,150
L004708,1605,S007,630,134,15,492
L004709,1605,S005,687,90,10,123
L004710,1606,S002,2697,84,20,37
L004711,1606,S014,2659,174,5,99
L004712,1607,S004,1611,147,40,110
L004713,1607,S008,1629,105,25,301
L004714,1608,S014,2906,149,25,650
L004715,1608,S003,2580,175,5,12
L004716,1608,S013,2967,133,0,260
L004717,1608,S010,2985,163,5,302
L004718,1609,S013,2800,144,20,32
L004719,1609,S003,2768,0,0,67
L004720,1610,S002,6159,0,20,445
L004721,1610,S009,5228,229,15,97
L004722,1610,S011,5357,187,30,273
L004723,1611,S013,5656,218,10,29
L004724,1611,S001,5540,120,25,10
L004725,1612,S013,5292,214,0,81
L004726,1612,S010,6249,87,5,93
L004727,1612,S011,6135,159,20,33
L004728,1612,S012,6116,172,0,102
L004729,1613,S005,1754,0,25,145
L004730,1613,S001,1719,86,30,159
L004731,1614,S013,5319,114,15,94
L004732,1615,S007,3528,119,15,444
L004733,1616,S009,3245,205,20,65
L004734,1616,S012,2975,153,0,869
L004735,1616,S001,2740,216,15,18
L004736,1616,S008,2834,189,10,577
L004737,1617,S004,4272,184,10,220
L004738,1617,S009,4201,177,5,36
L004739,1617,S013,4199,0,15,106
L004740,1617,S006,3616,167,50,350
L004741,1618,S004,770,0,10,19
L004742,1619,S007,1988,189,15,56
L004743,1619,S014,2108,192,10,87
L004744,1620,S004,1055,94,25,317
L004745,1620,S002,1119,0,10,120
L004746,1620,S007,1151,113,20,111
L004747,1621,S014,3849,142,0,140
L004748,1622,S004,4462,186,0,103
L004749,1622,S010,4526,86,20,261
L004750,1622,S014,4881,118,10,207
L004751,1623,S005,2891,169,60,64
L004752,1623,S011,2827,146,15,107
L004753,1624,S009,1492,64,0,206
L004754,1624,S006,1345,122,10,898
L004755,1624,S010,1473,0,20,353
L004756,1624,S013,1376,189,15,223
L004757,1625,S005,3169,115,15,410
L004758,1625,S003,2820,247,0,590
L004759,1625,S006,2854,50,15,29
L004760,1625,S014,3218,180,5,84
L004761,1626,S008,3970,158,15,226
L004762,1626,S009,4086,170,20,272
L004763,1627,S006,3382,169,5,936
L004764,1627,S009,3264,99,0,153
L004765,1627,S001,3022,50,10,89
L004766,1627,S013,3438,116,10,232
L004767,1627,S002,3156,178,5,900
L004768,1628,S007,6244,69,0,283
L004769,1629,S004,1204,0,10,516
L004770,1629,S013,1194,0,40,253
L004771,1629,S012,1196,78,15,148
L004772,1630,S009,1209,214,20,83
L004773,1630,S011,1107,98,15,598
L004774,1630,S002,1094,53,10,127
L004775,1630,S007,1080,185,40,391
L004776,1631,S003,2245,86,5,26
L004777,1631,S007,2015,244,15,45
L004778,1631,S010,1972,127,10,139
L004779,1632,S009,5784,157,0,245
L004780,1632,S004,4995,68,0,184
L004781,1632,S005,5465,97,30,132
L004782,1632,S008,5995,238,25,147
