image_path,class_id,x_center,y_center,width,height
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/8b8381a881124741395b94ff6cd1be80.jpg,8,0.499775,0.486149,0.952765,0.590969
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001404.jpg,8,0.442017,0.562611,0.789673,0.743994
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001404.jpg,8,0.442017,0.562611,0.789673,0.743994
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001404.jpg,8,0.442017,0.562611,0.789673,0.743994
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001393.jpg,8,0.499668,0.670555,0.996729,0.644405
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001400.jpg,8,0.497342,0.48121,1.0,0.777436
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001400.jpg,8,0.497342,0.48121,1.0,0.777436
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/254a18c0c538bf04737081099b7042c6.jpg,8,0.490719,0.502533,0.845711,0.612496
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001930.jpg,8,0.459799,0.508498,0.84038,0.604967
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000731.jpg,8,0.508029,0.687063,1.0,0.61241
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000731.jpg,8,0.508029,0.687063,1.0,0.61241
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000731.jpg,8,0.508029,0.687063,1.0,0.61241
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000731.jpg,8,0.508029,0.687063,1.0,0.61241
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001929.jpg,8,0.450206,0.599061,0.920482,0.619802
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001392.jpg,8,0.567669,0.558712,0.887447,0.874164
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/df54f1c46d54a67f29fbc76f8f57f74d.jpg,8,0.490353,0.508239,0.947398,0.821159
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/01543133d37f3ec50a03d98d78f23dcb.jpg,8,0.498819,0.499569,0.979577,0.984106
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/01543133d37f3ec50a03d98d78f23dcb.jpg,8,0.498819,0.499569,0.979577,0.984106
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/01543133d37f3ec50a03d98d78f23dcb.jpg,8,0.498819,0.499569,0.979577,0.984106
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001394.jpg,8,0.505914,0.532136,1.0,0.737996
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000740.jpg,8,0.503705,0.459901,0.979957,0.896324
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000730.jpg,8,0.643209,0.244536,0.575813,0.462093
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000730.jpg,8,0.609535,0.465485,0.639351,0.927416
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000730.jpg,8,0.643209,0.244536,0.575813,0.462093
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000730.jpg,8,0.609535,0.465485,0.639351,0.927416
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000730.jpg,8,0.643209,0.244536,0.575813,0.462093
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000730.jpg,8,0.609535,0.465485,0.639351,0.927416
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000730.jpg,8,0.643209,0.244536,0.575813,0.462093
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000730.jpg,8,0.609535,0.465485,0.639351,0.927416
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001401.jpg,8,0.560241,0.61268,0.92983,0.694469
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001401.jpg,8,0.560241,0.61268,0.92983,0.694469
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001401.jpg,8,0.560241,0.61268,0.92983,0.694469
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001753.jpg,8,0.475423,0.344966,0.471213,0.436967
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001753.jpg,8,0.475423,0.344966,0.471213,0.436967
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001753.jpg,8,0.475423,0.344966,0.471213,0.436967
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001753.jpg,8,0.475423,0.344966,0.471213,0.436967
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/b7e81a6d9f24da3406ac1e115c722e8c.jpg,8,0.500211,0.488283,0.894376,0.586239
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001410.jpg,8,0.576558,0.615208,0.528448,0.630784
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001410.jpg,8,0.576558,0.615208,0.528448,0.630784
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001928.jpg,8,0.500432,0.554229,0.849317,0.806975
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001416.jpg,8,0.506726,0.394831,0.523112,0.435046
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001416.jpg,8,0.503018,0.511182,0.532466,0.669839
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001416.jpg,8,0.506726,0.394831,0.523112,0.435046
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001416.jpg,8,0.503018,0.511182,0.532466,0.669839
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/3c11e347f47e53536f76b5674ded5759.jpg,8,0.503448,0.521106,0.726582,0.919701
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/12fae460201367b5f1bb14de89bd9ac4.jpg,8,0.50708,0.499716,0.963517,0.731213
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000727.jpg,8,0.500182,0.455054,1.0,0.911243
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000732.jpg,8,0.512856,0.560012,1.0,0.867126
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000724.jpg,8,0.502815,0.430555,1.0,0.803857
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000724.jpg,8,0.502815,0.430555,1.0,0.803857
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000724.jpg,8,0.502815,0.430555,1.0,0.803857
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/8d8699290a7d6b5d39e8ede6d2556efe.jpg,8,0.539954,0.506988,0.551768,0.803225
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/8d8699290a7d6b5d39e8ede6d2556efe.jpg,8,0.539954,0.506988,0.551768,0.803225
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/8ea1d2bd3cb1b8c16999d08494fa2fb9.jpg,8,0.501635,0.497376,0.99096,0.975596
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/aa9836c14b482f0c52677f002ae309c0.jpg,8,0.501343,0.486332,0.670782,0.848069
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/aa9836c14b482f0c52677f002ae309c0.jpg,8,0.501343,0.486332,0.670782,0.848069
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/000735.jpg,8,0.5134,0.63581,1.0,0.699419
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/a23025165ce989f30ea73f4c409b0443.jpg,8,0.502045,0.498367,0.877561,0.868916
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
/kaggle/input/datasets/afqwe0/clotheslabelled/Himesh/Jacket/001406.jpg,8,0.480454,0.498977,0.532466,0.755715
